date,price
2024-05-18,-1632.0
2024-05-19,-1632.0
2024-05-20,-1632.0
2024-05-21,-1632.0
2024-05-22,-1632.0
2024-05-23,-1632.0
2024-05-24,-1632.0
2024-05-25,-1632.0
2024-05-26,-1632.0
2024-05-27,-1632.0
2024-05-28,-1632.0
2024-05-29,-1632.0
2024-05-30,-1632.0
2024-05-31,-1632.0
2024-06-01,289.0
2024-06-02,289.0
2024-06-03,289.0
2024-06-04,289.0
2024-06-05,289.0
2024-06-06,289.0
2024-06-07,289.0
2024-06-08,289.0
2024-06-09,289.0
2024-06-10,289.0
2024-06-11,289.0
2024-06-12,289.0
2024-06-13,289.0
2024-06-14,289.0
2024-06-15,289.0
2024-06-16,289.0
2024-06-17,289.0
2024-06-18,289.0
2024-06-19,289.0
2024-06-20,289.0
2024-06-21,289.0
2024-06-22,289.0
2024-06-23,289.0
2024-06-24,289.0
2024-06-25,289.0
2024-06-26,289.0
2024-06-27,289.0
2024-06-28,289.0
2024-06-29,289.0
2024-06-30,289.0
2024-07-01,289.0
2024-07-02,289.0
2024-07-03,289.0
2024-07-04,289.0
2024-07-05,289.0
2024-07-06,289.0
2024-07-07,289.0
2024-07-08,289.0
2024-07-09,289.0
2024-07-10,289.0
2024-07-11,289.0
2024-07-12,289.0
2024-07-13,289.0
2024-07-14,289.0
2024-07-15,289.0
2024-07-16,289.0
2024-07-17,289.0
2024-07-18,289.0
2024-07-19,289.0
2024-07-20,289.0
2024-07-21,289.0
2024-07-22,289.0
2024-07-23,289.0
2024-07-24,289.0
2024-07-25,289.0
2024-07-26,289.0
2024-07-27,289.0
2024-07-28,289.0
2024-07-29,289.0
2024-07-30,289.0
2024-07-31,289.0
2024-08-01,289.0
2024-08-02,289.0
2024-08-03,289.0
2024-08-04,289.0
2024-08-05,289.0
2024-08-06,289.0
2024-08-07,289.0
2024-08-08,289.0
2024-08-09,289.0
2024-08-10,289.0
2024-08-11,289.0
2024-08-12,289.0
2024-08-13,289.0
2024-08-14,289.0
2024-08-15,289.0
2024-08-16,289.0
2024-08-17,289.0
2024-08-18,289.0
2024-08-19,289.0
2024-08-20,289.0
2024-08-21,289.0
2024-08-22,289.0
2024-08-23,289.0
2024-08-24,289.0
2024-08-25,289.0
2024-08-26,289.0
2024-08-27,289.0
2024-08-28,289.0
2024-08-29,289.0
2024-08-30,289.0
2024-08-31,289.0
2024-09-01,289.0
2024-09-02,289.0
2024-09-03,289.0
2024-09-04,289.0
2024-09-05,289.0
2024-09-06,289.0
2024-09-07,289.0
2024-09-08,289.0
2024-09-09,289.0
2024-09-10,289.0
2024-09-11,289.0
2024-09-12,289.0
2024-09-13,289.0
2024-09-14,289.0
2024-09-15,289.0
2024-09-16,289.0
2024-09-17,289.0
2024-09-18,289.0
2024-09-19,289.0
2024-09-20,289.0
2024-09-21,289.0
2024-09-22,289.0
2024-09-23,289.0
2024-09-24,289.0
2024-09-25,289.0
2024-09-26,289.0
2024-09-27,289.0
2024-09-28,289.0
2024-09-29,289.0
2024-09-30,289.0
2024-10-01,289.0
2024-10-02,289.0
2024-10-03,289.0
2024-10-04,289.0
2024-10-05,289.0
2024-10-06,289.0
2024-10-07,289.0
2024-10-08,289.0
2024-10-09,289.0
2024-10-10,289.0
2024-10-11,289.0
2024-10-12,289.0
2024-10-13,289.0
2024-10-14,289.0
2024-10-15,289.0
2024-10-16,289.0
2024-10-17,289.0
2024-10-18,289.0
2024-10-19,289.0
2024-10-20,289.0
2024-10-21,289.0
2024-10-22,289.0
2024-10-23,289.0
2024-10-24,289.0
2024-10-25,289.0
2024-10-26,289.0
2024-10-27,289.0
2024-10-28,289.0
2024-10-29,289.0
2024-10-30,289.0
2024-10-31,289.0
2024-11-01,289.0
2024-11-02,289.0
