date,price
2024-05-18,106.0
2024-05-19,106.0
2024-05-20,106.0
2024-05-21,106.0
2024-05-22,106.0
2024-05-23,106.0
2024-05-24,106.0
2024-05-25,106.0
2024-05-26,106.0
2024-05-27,106.0
2024-05-28,106.0
2024-05-29,106.0
2024-05-30,106.0
2024-05-31,106.0
2024-06-01,106.0
2024-06-02,106.0
2024-06-03,106.0
2024-06-04,106.0
2024-06-05,106.0
2024-06-06,106.0
2024-06-07,106.0
2024-06-08,106.0
2024-06-09,106.0
2024-06-10,106.0
2024-06-11,106.0
2024-06-12,106.0
2024-06-13,106.0
2024-06-14,106.0
2024-06-15,106.0
2024-06-16,106.0
2024-06-17,106.0
2024-06-18,106.0
2024-06-19,106.0
2024-06-20,106.0
2024-06-21,106.0
2024-06-22,106.0
2024-06-23,106.0
2024-06-24,106.0
2024-06-25,106.0
2024-06-26,106.0
2024-06-27,106.0
2024-06-28,106.0
2024-06-29,106.0
2024-06-30,106.0
2024-07-01,106.0
2024-07-02,106.0
2024-07-03,106.0
2024-07-04,106.0
2024-07-05,106.0
2024-07-06,106.0
2024-07-07,106.0
2024-07-08,106.0
2024-07-09,106.0
2024-07-10,106.0
2024-07-11,106.0
2024-07-12,106.0
2024-07-13,106.0
2024-07-14,106.0
2024-07-15,106.0
2024-07-16,106.0
2024-07-17,106.0
2024-07-18,106.0
2024-07-19,106.0
2024-07-20,106.0
2024-07-21,106.0
2024-07-22,106.0
2024-07-23,106.0
2024-07-24,106.0
2024-07-25,106.0
2024-07-26,106.0
2024-07-27,106.0
2024-07-28,106.0
2024-07-29,106.0
2024-07-30,106.0
2024-07-31,106.0
2024-08-01,106.0
2024-08-02,106.0
2024-08-03,106.0
2024-08-04,106.0
2024-08-05,106.0
2024-08-06,106.0
2024-08-07,106.0
2024-08-08,106.0
2024-08-09,106.0
2024-08-10,106.0
2024-08-11,106.0
2024-08-12,106.0
2024-08-13,106.0
2024-08-14,106.0
2024-08-15,106.0
2024-08-16,106.0
2024-08-17,106.0
2024-08-18,106.0
2024-08-19,106.0
2024-08-20,106.0
2024-08-21,106.0
2024-08-22,106.0
2024-08-23,106.0
2024-08-24,106.0
2024-08-25,106.0
2024-08-26,106.0
2024-08-27,106.0
2024-08-28,106.0
2024-08-29,106.0
2024-08-30,106.0
2024-08-31,106.0
2024-09-01,106.0
2024-09-02,106.0
2024-09-03,106.0
2024-09-04,106.0
2024-09-05,106.0
2024-09-06,106.0
2024-09-07,106.0
2024-09-08,106.0
2024-09-09,106.0
2024-09-10,106.0
2024-09-11,106.0
2024-09-12,106.0
2024-09-13,106.0
2024-09-14,106.0
2024-09-15,106.0
2024-09-16,106.0
2024-09-17,106.0
2024-09-18,106.0
2024-09-19,106.0
2024-09-20,106.0
2024-09-21,106.0
2024-09-22,106.0
2024-09-23,106.0
2024-09-24,106.0
2024-09-25,106.0
2024-09-26,106.0
2024-09-27,106.0
2024-09-28,106.0
2024-09-29,106.0
2024-09-30,106.0
2024-10-01,106.0
2024-10-02,106.0
2024-10-03,106.0
2024-10-04,106.0
2024-10-05,106.0
2024-10-06,106.0
2024-10-07,106.0
2024-10-08,106.0
2024-10-09,106.0
2024-10-10,106.0
2024-10-11,106.0
2024-10-12,106.0
2024-10-13,106.0
2024-10-14,106.0
2024-10-15,106.0
2024-10-16,106.0
2024-10-17,106.0
2024-10-18,106.0
2024-10-19,106.0
2024-10-20,106.0
2024-10-21,106.0
2024-10-22,106.0
2024-10-23,106.0
2024-10-24,106.0
2024-10-25,106.0
2024-10-26,106.0
2024-10-27,106.0
2024-10-28,106.0
2024-10-29,106.0
2024-10-30,106.0
2024-10-31,106.0
2024-11-01,106.0
2024-11-02,106.0
