date,price
2024-05-18,147.0
2024-05-19,145.0
2024-05-20,145.0
2024-05-21,145.0
2024-05-22,145.0
2024-05-23,145.0
2024-05-24,147.0
2024-05-25,147.0
2024-05-26,145.0
2024-05-27,145.0
2024-05-28,145.0
2024-05-29,145.0
2024-05-30,145.0
2024-05-31,147.0
2024-06-01,147.0
2024-06-02,145.0
2024-06-03,145.0
2024-06-04,145.0
2024-06-05,145.0
2024-06-06,145.0
2024-06-07,147.0
2024-06-08,147.0
2024-06-09,145.0
2024-06-10,145.0
2024-06-11,145.0
2024-06-12,145.0
2024-06-13,145.0
2024-06-14,147.0
2024-06-15,147.0
2024-06-16,145.0
2024-06-17,145.0
2024-06-18,145.0
2024-06-19,145.0
2024-06-20,145.0
2024-06-21,147.0
2024-06-22,147.0
2024-06-23,145.0
2024-06-24,145.0
2024-06-25,145.0
2024-06-26,145.0
2024-06-27,145.0
2024-06-28,147.0
2024-06-29,147.0
2024-06-30,145.0
2024-07-01,145.0
2024-07-02,145.0
2024-07-03,145.0
2024-07-04,145.0
2024-07-05,147.0
2024-07-06,147.0
2024-07-07,145.0
2024-07-08,145.0
2024-07-09,145.0
2024-07-10,145.0
2024-07-11,145.0
2024-07-12,147.0
2024-07-13,147.0
2024-07-14,145.0
2024-07-15,145.0
2024-07-16,145.0
2024-07-17,145.0
2024-07-18,145.0
2024-07-19,147.0
2024-07-20,147.0
2024-07-21,145.0
2024-07-22,145.0
2024-07-23,145.0
2024-07-24,145.0
2024-07-25,145.0
2024-07-26,147.0
2024-07-27,147.0
2024-07-28,145.0
2024-07-29,145.0
2024-07-30,145.0
2024-07-31,145.0
2024-08-01,145.0
2024-08-02,147.0
2024-08-03,147.0
2024-08-04,145.0
2024-08-05,145.0
2024-08-06,145.0
2024-08-07,145.0
2024-08-08,145.0
2024-08-09,147.0
2024-08-10,147.0
2024-08-11,145.0
2024-08-12,145.0
2024-08-13,145.0
2024-08-14,145.0
2024-08-15,145.0
2024-08-16,147.0
2024-08-17,147.0
2024-08-18,145.0
2024-08-19,145.0
2024-08-20,145.0
2024-08-21,145.0
2024-08-22,145.0
2024-08-23,147.0
2024-08-24,147.0
2024-08-25,145.0
2024-08-26,145.0
2024-08-27,145.0
2024-08-28,145.0
2024-08-29,145.0
2024-08-30,147.0
2024-08-31,147.0
2024-09-01,145.0
2024-09-02,145.0
2024-09-03,145.0
2024-09-04,145.0
2024-09-05,145.0
2024-09-06,147.0
2024-09-07,147.0
2024-09-08,145.0
2024-09-09,145.0
2024-09-10,145.0
2024-09-11,145.0
2024-09-12,145.0
2024-09-13,147.0
2024-09-14,147.0
2024-09-15,145.0
2024-09-16,145.0
2024-09-17,145.0
2024-09-18,145.0
2024-09-19,145.0
2024-09-20,147.0
2024-09-21,147.0
2024-09-22,145.0
2024-09-23,145.0
2024-09-24,145.0
2024-09-25,145.0
2024-09-26,145.0
2024-09-27,147.0
2024-09-28,147.0
2024-09-29,145.0
2024-09-30,145.0
2024-10-01,145.0
2024-10-02,145.0
2024-10-03,145.0
2024-10-04,147.0
2024-10-05,147.0
2024-10-06,145.0
2024-10-07,145.0
2024-10-08,145.0
2024-10-09,145.0
2024-10-10,145.0
2024-10-11,147.0
2024-10-12,147.0
2024-10-13,145.0
2024-10-14,145.0
2024-10-15,145.0
2024-10-16,145.0
2024-10-17,145.0
2024-10-18,147.0
2024-10-19,147.0
2024-10-20,145.0
2024-10-21,145.0
2024-10-22,145.0
2024-10-23,145.0
2024-10-24,145.0
2024-10-25,147.0
2024-10-26,147.0
2024-10-27,145.0
2024-10-28,145.0
2024-10-29,145.0
2024-10-30,145.0
2024-10-31,145.0
2024-11-01,147.0
2024-11-02,147.0
