date,price
2024-05-18,701.0
2024-05-19,701.0
2024-05-20,701.0
2024-05-21,701.0
2024-05-22,701.0
2024-05-23,701.0
2024-05-24,701.0
2024-05-25,701.0
2024-05-26,701.0
2024-05-27,701.0
2024-05-28,701.0
2024-05-29,701.0
2024-05-30,701.0
2024-05-31,701.0
2024-06-01,701.0
2024-06-02,701.0
2024-06-03,701.0
2024-06-04,701.0
2024-06-05,701.0
2024-06-06,701.0
2024-06-07,701.0
2024-06-08,701.0
2024-06-09,701.0
2024-06-10,701.0
2024-06-11,701.0
2024-06-12,701.0
2024-06-13,701.0
2024-06-14,701.0
2024-06-15,701.0
2024-06-16,701.0
2024-06-17,701.0
2024-06-18,701.0
2024-06-19,701.0
2024-06-20,701.0
2024-06-21,701.0
2024-06-22,701.0
2024-06-23,701.0
2024-06-24,701.0
2024-06-25,701.0
2024-06-26,701.0
2024-06-27,701.0
2024-06-28,701.0
2024-06-29,701.0
2024-06-30,701.0
2024-07-01,701.0
2024-07-02,701.0
2024-07-03,701.0
2024-07-04,701.0
2024-07-05,701.0
2024-07-06,701.0
2024-07-07,701.0
2024-07-08,701.0
2024-07-09,701.0
2024-07-10,701.0
2024-07-11,701.0
2024-07-12,701.0
2024-07-13,701.0
2024-07-14,701.0
2024-07-15,701.0
2024-07-16,701.0
2024-07-17,701.0
2024-07-18,701.0
2024-07-19,701.0
2024-07-20,701.0
2024-07-21,701.0
2024-07-22,701.0
2024-07-23,701.0
2024-07-24,701.0
2024-07-25,701.0
2024-07-26,701.0
2024-07-27,701.0
2024-07-28,701.0
2024-07-29,701.0
2024-07-30,701.0
2024-07-31,701.0
2024-08-01,701.0
2024-08-02,701.0
2024-08-03,701.0
2024-08-04,701.0
2024-08-05,701.0
2024-08-06,701.0
2024-08-07,701.0
2024-08-08,701.0
2024-08-09,701.0
2024-08-10,701.0
2024-08-11,701.0
2024-08-12,701.0
2024-08-13,701.0
2024-08-14,701.0
2024-08-15,701.0
2024-08-16,701.0
2024-08-17,701.0
2024-08-18,701.0
2024-08-19,701.0
2024-08-20,701.0
2024-08-21,701.0
2024-08-22,701.0
2024-08-23,701.0
2024-08-24,701.0
2024-08-25,701.0
2024-08-26,701.0
2024-08-27,701.0
2024-08-28,701.0
2024-08-29,701.0
2024-08-30,701.0
2024-08-31,701.0
2024-09-01,701.0
2024-09-02,701.0
2024-09-03,701.0
2024-09-04,701.0
2024-09-05,701.0
2024-09-06,701.0
2024-09-07,701.0
2024-09-08,701.0
2024-09-09,701.0
2024-09-10,701.0
2024-09-11,701.0
2024-09-12,701.0
2024-09-13,701.0
2024-09-14,701.0
2024-09-15,701.0
2024-09-16,701.0
2024-09-17,701.0
2024-09-18,701.0
2024-09-19,701.0
2024-09-20,701.0
2024-09-21,701.0
2024-09-22,701.0
2024-09-23,701.0
2024-09-24,701.0
2024-09-25,701.0
2024-09-26,701.0
2024-09-27,701.0
2024-09-28,701.0
2024-09-29,701.0
2024-09-30,701.0
2024-10-01,701.0
2024-10-02,701.0
2024-10-03,701.0
2024-10-04,701.0
2024-10-05,701.0
2024-10-06,701.0
2024-10-07,701.0
2024-10-08,701.0
2024-10-09,701.0
2024-10-10,701.0
2024-10-11,701.0
2024-10-12,701.0
2024-10-13,701.0
2024-10-14,701.0
2024-10-15,701.0
2024-10-16,701.0
2024-10-17,701.0
2024-10-18,701.0
2024-10-19,701.0
2024-10-20,701.0
2024-10-21,701.0
2024-10-22,701.0
2024-10-23,701.0
2024-10-24,701.0
2024-10-25,701.0
2024-10-26,701.0
2024-10-27,701.0
2024-10-28,701.0
2024-10-29,701.0
2024-10-30,701.0
2024-10-31,701.0
2024-11-01,701.0
2024-11-02,701.0
