date,price
2024-05-18,258.0
2024-05-19,258.0
2024-05-20,258.0
2024-05-21,258.0
2024-05-22,258.0
2024-05-23,258.0
2024-05-24,263.0
2024-05-25,258.0
2024-05-26,258.0
2024-05-27,258.0
2024-05-28,258.0
2024-05-29,258.0
2024-05-30,258.0
2024-05-31,263.0
2024-06-01,263.0
2024-06-02,258.0
2024-06-03,258.0
2024-06-04,258.0
2024-06-05,258.0
2024-06-06,258.0
2024-06-07,258.0
2024-06-08,256.0
2024-06-09,258.0
2024-06-10,258.0
2024-06-11,258.0
2024-06-12,258.0
2024-06-13,256.0
2024-06-14,256.0
2024-06-15,256.0
2024-06-16,258.0
2024-06-17,258.0
2024-06-18,258.0
2024-06-19,258.0
2024-06-20,258.0
2024-06-21,258.0
2024-06-22,258.0
2024-06-23,258.0
2024-06-24,258.0
2024-06-25,258.0
2024-06-26,258.0
2024-06-27,258.0
2024-06-28,258.0
2024-06-29,258.0
2024-06-30,258.0
2024-07-01,263.0
2024-07-02,263.0
2024-07-03,263.0
2024-07-04,263.0
2024-07-05,263.0
2024-07-06,258.0
2024-07-07,258.0
2024-07-08,258.0
2024-07-09,258.0
2024-07-10,258.0
2024-07-11,258.0
2024-07-12,258.0
2024-07-13,258.0
2024-07-14,258.0
2024-07-15,261.0
2024-07-16,261.0
2024-07-17,253.0
2024-07-18,253.0
2024-07-19,258.0
2024-07-20,258.0
2024-07-21,258.0
2024-07-22,258.0
2024-07-23,258.0
2024-07-24,258.0
2024-07-25,258.0
2024-07-26,258.0
2024-07-27,261.0
2024-07-28,261.0
2024-07-29,261.0
2024-07-30,258.0
2024-07-31,258.0
2024-08-01,258.0
2024-08-02,258.0
2024-08-03,258.0
2024-08-04,258.0
2024-08-05,258.0
2024-08-06,258.0
2024-08-07,258.0
2024-08-08,258.0
2024-08-09,258.0
2024-08-10,258.0
2024-08-11,258.0
2024-08-12,258.0
2024-08-13,258.0
2024-08-14,258.0
2024-08-15,258.0
2024-08-16,255.0
2024-08-17,258.0
2024-08-18,255.0
2024-08-19,258.0
2024-08-20,258.0
2024-08-21,258.0
2024-08-22,258.0
2024-08-23,258.0
2024-08-24,258.0
2024-08-25,258.0
2024-08-26,258.0
2024-08-27,258.0
2024-08-28,258.0
2024-08-29,258.0
2024-08-30,258.0
2024-08-31,258.0
2024-09-01,258.0
2024-09-02,258.0
2024-09-03,258.0
2024-09-04,258.0
2024-09-05,258.0
2024-09-06,258.0
2024-09-07,258.0
2024-09-08,258.0
2024-09-09,258.0
2024-09-10,258.0
2024-09-11,258.0
2024-09-12,258.0
2024-09-13,258.0
2024-09-14,258.0
2024-09-15,258.0
2024-09-16,258.0
2024-09-17,258.0
2024-09-18,258.0
2024-09-19,258.0
2024-09-20,258.0
2024-09-21,258.0
2024-09-22,258.0
2024-09-23,258.0
2024-09-24,258.0
2024-09-25,258.0
2024-09-26,258.0
2024-09-27,258.0
2024-09-28,258.0
2024-09-29,258.0
2024-09-30,258.0
2024-10-01,258.0
2024-10-02,258.0
2024-10-03,258.0
2024-10-04,258.0
2024-10-05,258.0
2024-10-06,258.0
2024-10-07,258.0
2024-10-08,258.0
2024-10-09,258.0
2024-10-10,258.0
2024-10-11,258.0
2024-10-12,258.0
2024-10-13,258.0
2024-10-14,258.0
2024-10-15,258.0
2024-10-16,258.0
2024-10-17,258.0
2024-10-18,258.0
2024-10-19,258.0
2024-10-20,258.0
2024-10-21,258.0
2024-10-22,258.0
2024-10-23,258.0
2024-10-24,258.0
2024-10-25,258.0
2024-10-26,258.0
2024-10-27,258.0
2024-10-28,258.0
2024-10-29,258.0
2024-10-30,258.0
2024-10-31,258.0
2024-11-01,258.0
2024-11-02,258.0
